Princípio Ativo,Detentor Registro,Nome Comercial,Registro,Concentracao,FormaFarmaceutica,Data Inclusao Lista Referência,Data Atualização Bulário,Acesso Bulário
atracúrio (besilato),Aspen Pharma,TRACRIUM,137640168,10 mg/mL,sol inj,12/11/2012,2022-08-23T10:48:28.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=137640168
atropina (sulfato),Ariston (Blau),ATROPION,116370088,"0,25 mg/mL",sol inj,28/09/2016,2019-05-28T12:02:19.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=116370088
atropina (sulfato),Ariston (Blau),ATROPION,116370088,"0,5 mg/mL",sol inj,02/02/2018,2019-05-28T12:02:19.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=116370088
axetilcefuroxima,Sandoz,ZINNAT,100470645,50 mg/mL,po sus or,12/11/2012,2023-09-05T15:29:03.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100470645
axetilcefuroxima,Sandoz,ZINNAT,100470645,250 mg,com rev,12/11/2012,2023-09-05T15:29:03.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100470645
axetilcefuroxima,Sandoz,ZINNAT,100470645,500 mg,com rev,13/11/2012,2023-09-05T15:29:03.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100470645
axitinibe,Wyeth,INLYTA,121100452,1 mg,com rev,30/08/2017,2024-09-16T11:52:12.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=121100452
axitinibe,Wyeth,INLYTA,121100452,5 mg,com rev,30/08/2017,2024-09-16T11:52:12.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=121100452
azacitidina,United Medical,VIDAZA,125760020,100mg/4mL,pó liof sus inj,01/07/2014,2024-12-20T07:22:52.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=125760020
azatioprina,Aspen Pharma,IMURAN,137640128,50 mg,com rev,12/11/2012,2025-04-24T09:29:48.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=137640128
azelaico (ácido),Leo Pharma,AZELAN,185690012,150 mg/g,gel,12/11/2012,2024-03-27T15:02:50.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=185690012
azelaico (ácido),Leo Pharma,AZELAN,185690012,200 mg/g,crem derm,12/11/2012,2024-03-27T15:02:50.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=185690012
azitromicina di-hidratada,Eurofarma,ASTRO,100431172,40mg/ml,po sus or,23/9/2014; 29/01/2016,2024-07-31T14:05:17.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100431172
azitromicina di-hidratada,Germed,AZITROMICINA,105830493,1000mg,com rev,24/01/2019,2024-10-02T11:16:33.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105830493
azitromicina di-hidratada,Pfizer,ZITROMAX,102160045,500mg,com rev,12/11/2012,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=102160045
azitromicina di-hidratada,Pfizer,ZITROMAX,102160045,"500mg/4,8mL",pó liof sol inj,24/06/2013,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=102160045
aztreonam,Fresenius,AZEUS,100410178,1000mg,pó sol inj,12/11/2012,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100410178
baricitinibe,Eli Lilly,OLUMIANT,112600198,2mg,com rev,07/12/2020,2024-03-07T20:24:46.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=112600198
baricitinibe,Eli Lilly,OLUMIANT,112600199,4mg,com rev,07/12/2020,2025-05-06T11:21:50.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=112600199
beclometasona (dipropionato),Chiesi,ALERFIN,100580104,100mcg/dose,sus nas,26/07/2018,2022-05-18T08:58:37.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100580104
beclometasona (dipropionato),Glaxosmithkline,BECLOSOL SPR NASAL,101070188,50 mcg/mg,sus spr nas,12/11/2012,2025-03-18T10:12:20.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101070188
beclometasona (dipropionato),Chiesi,CLENIL HFA JET,100580111,50mcg/dose,sol aer inal or + espaç,12/11/2012,2024-09-05T15:55:52.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100580111
beclometasona (dipropionato),Chiesi,CLENIL HFA JET,100580111,100mcg/dose,sol aer inal or + espaç,12/11/2012,2024-09-05T15:55:52.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100580111
beclometasona (dipropionato),Chiesi,CLENIL HFA JET,100580111,200mcg/dose,sol aer inal or + espaç,12/11/2012,2024-09-05T15:55:52.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100580111
beclometasona (dipropionato),Chiesi,CLENIL HFA JET,100580111,250mcg/dose,sol aer inal or + espaç,13/11/2012,2024-09-05T15:55:52.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100580111
belinostate,Pint Pharma,BELEODAQ,139000002,500mg,po liof sol inj,28/07/2023,2024-10-31T09:09:02.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=139000002
benazepril (cloridrato),Biolab Sanus,BHENA,109740293,5mg,com rev,09/07/2021,2025-04-08T15:09:53.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=109740293
benazepril (cloridrato),Biolab Sanus,BHENA,109740293,10 mg,com rev,09/07/2021,2025-04-08T15:09:53.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=109740293
bendamustina (cloridrato),Janssen-Cilag,RIBOMUSTIN,112363413,25mg,pó liof sol inj,18/09/2017,2022-06-24T11:48:21.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=112363413
bendamustina (cloridrato),Janssen-Cilag,RIBOMUSTIN,112363413,100mg,pó liof sol inj,18/09/2017,2022-06-24T11:48:21.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=112363413
benfotiamina,Cosmed,MILGAMMA,178170796,150mg,com rev,11/02/2015,2020-11-23T16:01:36.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=178170796
benzidamina (cloridrato),Aché,FLOGORAL,105730313,"1,5mg/mL",colut spr,12/11/2012,2023-10-30T17:12:19.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105730313
benzidamina (cloridrato),Aché,FLOGORAL,105730313,"1,5mg/mL",colut,12/11/2012,2023-10-30T17:12:19.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105730313
benzidamina (cloridrato),Aché,FLOGORAL,105730313,3mg,past,12/11/2012,2023-10-30T17:12:19.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105730313
benzidamina (cloridrato),Aché,FLOGORAL,105730313,5mg/g,crem buc,12/11/2012,2023-10-30T17:12:19.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105730313
benzilpenicilina benzatina,Eurofarma,BENZETACIL,100430686,"1.200.000UI
(300.000UI/mLX4mL)",sus inj,12/11/2012; 10/12/2014,2024-04-15T15:45:16.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100430686
benzilpenicilina potássica,Blau Farmacêutica,ARICILINA,116370108,5.000.000 UI,pó inj,05/04/2024,2022-09-15T15:34:44.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=116370108
benznidazol,Lafepe,LAFEPE BENZNIDAZOL,101830145,100 mg,com,12/04/2024,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101830145
benzoilmetronidazol,Belfar,FLAGIMAX,1057100125,40mg/mL,sus or,30/12/2021,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=1057100125
betaistina (dicloridrato),Aché,BETADINE XR,105730730,32mg/24h,com lib prol,03/07/2020,2025-02-25T17:13:06.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105730730
betaistina (dicloridrato),Aché,BETADINE XR,105730730,48mg/24h,com lib prol,03/07/2020,2025-02-25T17:13:06.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105730730
betaistina (dicloridrato),Abbott,BETASERC,105530343,16mg,com,12/11/2012,2025-05-15T08:04:25.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105530343
betaistina (dicloridrato),Abbott,BETASERC,105530343,24mg,com,13/11/2012,2025-05-15T08:04:25.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105530343
betaistina (dicloridrato),Apsen Farmacêutica,LABIRIN,101180157,8mg,com,15/05/2018,2025-04-24T08:14:58.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101180157
betametasona,Cosmed,CELESTONE,178170785,"0,1mg/mL",elx,12/11/2012,2021-04-26T14:37:49.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=178170785
betametasona,Cosmed,CELESTONE,178170785,"0,5mg",com,12/11/2012,2021-04-26T14:37:49.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=178170785
betametasona,Cosmed,CELESTONE,178170785,2mg,com,13/11/2012,2021-04-26T14:37:49.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=178170785
betametasona (dipropionato),Cosmed,DIPROSONE,178170799,"0,64mg/g",pom derm,12/11/2012,2025-04-22T17:43:43.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=178170799
betametasona (dipropionato),Cosmed,DIPROSONE,178170799,"0,64mg/g",crem derm,12/11/2012,2025-04-22T17:43:43.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=178170799
betametasona (dipropionato),Cosmed,DIPROSONE,178170799,"0,64mg/mL",sus derm,12/11/2012,2025-04-22T17:43:43.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=178170799
betametasona (fosfato dissódico),Cosmed,CELESTONE INJETÁVEL,178170785,4mg/mL,sol inj,12/11/2012,2021-04-26T14:37:49.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=178170785
betametasona (valerato),Glaxosmithkline,BETNOVATE,101070233,1mg/g,sol cap,12/11/2012,2024-10-28T15:00:51.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101070233
betametasona (valerato),Glaxosmithkline,BETNOVATE,101070233,1mg/g,crem derm,12/11/2012,2024-10-28T15:00:51.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101070233
betametasona (valerato),Glaxosmithkline,BETNOVATE,101070233,1mg/g,pom derm,12/11/2012,2024-10-28T15:00:51.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101070233
betaxolol (cloridrato),Geolab,VISOPTIC,154230161,"5,0mg/mL",sol oft,06/01/2025,2023-02-06T16:56:41.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=154230161
bezafibrato,Teva Farmacêutica,CEDUR,155730060,400mg,com lib prol,12/11/2012,2023-07-31T07:49:34.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=155730060
bicalutamida,Astrazeneca,CASODEX,116180062,50mg,com rev,12/11/2012,2024-05-24T09:33:51.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=116180062
bilastina,Cosmed,ALEKTOS,178170902,20mg,com,10/12/2014,2025-04-11T14:30:28.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=178170902
bilastina,Cosmed,ALEKTOS PED,178170909,"2,5mg/mL",sol or,27/08/2021,2024-05-13T12:06:22.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=178170909
bimatoprosta,Allergan,LATISSE,101470177,"0,3mg/ml",sol derm,29/01/2016,2021-07-16T08:54:09.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101470177
bimatoprosta,Allergan,LUMIGAN,101470155,"0,1mg/mL",sol oft,31/01/2013,2023-05-29T15:40:57.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101470155
bimatoprosta,Allergan,LUMIGAN,101470155,"0,3mg/mL",sol oft,12/11/2013,2023-05-29T15:40:57.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101470155
biperideno (cloridrato),Laboratórios Bagó,AKINETON,105530334,2mg,com,12/11/2012,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105530334
biperideno (cloridrato),Laboratórios Bagó,AKINETON,105530334,4mg,com rev lib retard,12/11/2012,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105530334
bisacodil,Opella Healthcare,DULCOLAX,186200020,5mg,com rev lib ret lib ret,12/11/2012,2025-04-22T09:57:03.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=186200020
bisoprolol (hemifumarato),Merck S/A,CONCOR,100890194,"1,25mg",com rev,13/09/2013,2025-05-16T11:43:54.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100890194
bisoprolol (hemifumarato),Merck S/A,CONCOR,100890194,"2,5mg",com rev,13/09/2013,2025-05-16T11:43:54.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100890194
bisoprolol (hemifumarato),Merck S/A,CONCOR,100890194,5mg,com rev,13/09/2013,2025-05-16T11:43:54.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100890194
bisoprolol (hemifumarato),Merck S/A,CONCOR,100890194,"10,0mg",com rev,13/09/2013,2025-05-16T11:43:54.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100890194
bleomicina (sulfato),Aché,BONAR,105730676,15 UI,pó liof sol inj,07/08/2020,2022-11-09T16:57:21.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105730676
bortezomibe,Janssen-Cilag,VELCADE,112363373,1mg,pó liof sol inj,12/11/2012,2024-08-28T07:18:01.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=112363373
bortezomibe,Janssen-Cilag,VELCADE,112363373,"3,5 mg",pó liof sol inj,12/11/2012,2024-08-28T07:18:01.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=112363373
bosentana,Janssen-Cilag,BOSENTANA,112363430,"62,5mg",com rev,31/01/2013,2025-02-19T15:52:07.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=112363430
bosentana,Janssen-Cilag,BOSENTANA,112363430,125 mg,com rev,31/01/2013,2025-02-19T15:52:07.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=112363430
bosutinibe monoidratado,Pfizer,BOSULIF,121100487,100mg,com rev,05/04/2024,2024-10-24T16:03:00.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=121100487
bosutinibe monoidratado,Pfizer,BOSULIF,121100487,400mg,com rev,05/04/2024,2024-10-24T16:03:00.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=121100487
bosutinibe monoidratado,Pfizer,BOSULIF,121100487,500mg,com rev,05/04/2024,2024-10-24T16:03:00.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=121100487
brexpiprazol,Lundbeck Brasil Ltda,REXULTI,104750053,"0,50mg",com rev,16/10/2020,2024-05-16T14:19:27.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=104750053
brexpiprazol,Lundbeck Brasil Ltda,REXULTI,104750053,1mg,com rev,16/10/2020,2024-05-16T14:19:27.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=104750053
brexpiprazol,Lundbeck Brasil Ltda,REXULTI,104750053,2mg,com rev,16/10/2020,2024-05-16T14:19:27.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=104750053
brexpiprazol,Lundbeck Brasil Ltda,REXULTI,104750053,3mg,com rev,16/10/2020,2024-05-16T14:19:27.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=104750053
brimonidina (tartarato),Allergan,ALPHAGAN,101470142,2mg/mL,sol oft,12/11/2012,2023-05-29T16:11:45.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101470142
brimonidina (tartarato),Allergan,ALPHAGAN - P,101470142,"1,5mg/mL",sol oft,12/11/2012,2023-05-29T16:11:45.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101470142
brimonidina (tartarato),Allergan,ALPHAGAN Z,101470142,1mg/ml,sol oft,12/11/2012,2023-05-29T16:11:45.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101470142
brinzolamida,Novartis Biociências,AZOPT,100230225,10mg/mL,sus oft,12/11/2012,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100230225
bromazepam,Blanver,LEXOTAN,115240008,"3,0mg",com,12/11/2012,2022-03-21T12:20:12.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=115240008
bromazepam,Blanver,LEXOTAN,115240008,"6,0mg",com,12/11/2012,2022-03-21T12:20:12.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=115240008
bromazepam,Aché,SOMALIUM,105730152,"2,5mg/ml",sol or,24/06/2013,2023-02-15T14:14:36.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105730152
brometo de glicopirrônio,Novartis Biociências,SEEBRI,100681117,50 mcg,cap dura po inal or,25/11/2016,2025-05-28T15:30:07.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100681117
brometo de pancurônio,Fresenius,BROMETO DE PANCURÔNIO,100410204,2mg/ml,sol inj,12/11/2012,2024-04-02T20:01:13.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100410204
bromexina (cloridrato),Sanofi Medley,BISOLVON,183260383,"0,8mg/mL",xpe (infantil),12/11/2012,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=183260383
bromexina (cloridrato),Sanofi Medley,BISOLVON,183260383,"1,6mg/mL",xpe (adulto),12/11/2012,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=183260383
bromexina (cloridrato),Sanofi Medley,BISOLVON,183260383,"2,0mg/mL",sol or,12/11/2012,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=183260383
bromoprida,Fresenius,BROMOPRIDA,100410182,5mg/mL,sol inj,26/11/2021,2024-11-22T17:48:58.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100410182
bromoprida,Sanofi Medley,DIGESAN,183260382,10mg,cap dura,12/11/2012,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=183260382
bromoprida,Sanofi Medley,DIGESAN,183260382,4mg/mL,sol or,12/11/2012,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=183260382
buclizina (dicloridrato),Cosmed,BUCLINA,178170940,25mg,com,12/11/2012,2024-07-03T09:18:47.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=178170940
budesonida,EMS S/A,BUDESONIDA,102351180,32mcg/dose,sus spr nas,27/08/2021,2024-12-16T10:36:55.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=102351180
budesonida,EMS S/A,BUDESONIDA,102351180,64mcg/dose,sus spr nas,27/08/2021,2024-12-16T10:36:55.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=102351180
budesonida,Aché,BUSONID,105730590,50mcg/dose,sus spr nas,12/11/2012,2024-07-15T13:10:28.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105730590
budesonida,Aché,BUSONID,105730590,100mcg/dose,sus spr nas,12/11/2012,2024-07-15T13:10:28.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105730590
budesonida,Aché,BUSONID,105730590,200mcg,cap dura po inal or,12/11/2012,2024-07-15T13:10:28.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105730590
budesonida,Aché,BUSONID,105730590,400mcg,cap dura po inal or,12/11/2012,2024-07-15T13:10:28.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105730590
budesonida,Astrazeneca,ENTOCORT CAPSULA,116180097,3mg,cap dura lib retard,12/11/2012,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=116180097
budesonida,Astrazeneca,PULMICORT,116180076,"0,25mg/mL",sus inal,12/11/2012,2023-12-14T14:42:13.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=116180076
budesonida,Astrazeneca,PULMICORT,116180076,"0,50mg/mL",sus inal,12/11/2012,2023-12-14T14:42:13.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=116180076
buflomedil (cloridrato),Abbott,BUFEDIL,105530013,150mg,com rev,12/11/2012,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105530013
buflomedil (cloridrato),Abbott,BUFEDIL,105530013,300 mg,com rev,12/11/2012,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105530013
bupivacaína (cloridrato),Hypofarma,CLORIDRATO DE BUPIVACAÍNA,103870053,5mg/mL,sol inj,12/11/2012,2023-03-13T14:14:10.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=103870053
bupivacaína (cloridrato) + glicose,União Química,BUPICAN HEAVY,104971448,5mg/mL +glicose 80mg/mL,sol inj,30/12/2021,2025-04-29T17:01:07.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=104971448
buprenorfina,Mundipharma,RESTIVA,191980002,5µg/h,ades,27/10/2017,2025-02-27T17:19:30.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=191980002
buprenorfina,Mundipharma,RESTIVA,191980002,10µg/h,ades,27/10/2017,2025-02-27T17:19:30.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=191980002
buprenorfina,Mundipharma,RESTIVA,191980002,20µg/h,ades,27/10/2017,2025-02-27T17:19:30.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=191980002
buprenorfina,Grünenthal do Brasil,TRANSTEC,186100012,35µg/h,ades,07/12/2020,2024-12-10T10:40:17.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=186100012
buprenorfina,Grünenthal do Brasil,TRANSTEC,186100012,"52,5µg/h",ades,07/12/2020,2024-12-10T10:40:17.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=186100012
buprenorfina,Grünenthal do Brasil,TRANSTEC,186100012,70µg/h,ades,07/12/2020,2024-12-10T10:40:17.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=186100012
bupropiona (cloridrato),Glaxosmithkline,WELLBUTRIN XL,101070238,150mg/24h,com rev lib prol,14/04/2023,2025-05-27T09:35:49.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101070238
bupropiona (cloridrato),Glaxosmithkline,WELLBUTRIN XL,101070238,300mg/24h,com rev lib prol,12/11/2012,2025-05-27T09:35:49.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101070238
bupropiona (cloridrato) - indicação antidepressivo,Eurofarma,BUP,100430948,"150mg,12h",com rev lib prol,27/05/2021,2022-10-26T18:03:45.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100430948
bupropiona (cloridrato) - indicação antitabagismo,União Química,CLORIDRATO DE BUPROPIONA,104971413,150mg/12h,com rev lib prol,27/05/2021,2025-03-03T13:54:08.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=104971413
buspirona (cloridrato),Libbs,ANSITEC,100330041,5mg,com,17/06/2020,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100330041
