Detentor do registro,cnpj,Produto,Registro,Processo,Data Atualização Bulário,Inclusão na Plataforma,idBulaPacienteProtegido,idBulaProfissionalProtegido
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,61286647000116,ATENOLOL,100470363,253510190080191,29/05/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDE0NTc3MSIsIm5iZiI6MTc0ODg2MzI3MCwiZXhwIjoxNzQ4ODYzNTcwfQ.M4y7z_h4p-MopSsLnqWeNyxVB2-WI9w8uEUy3F7a5VfhyRGgKHPcZdkggBABzapZWyuXSEaxnNncyrMd4b67-Q,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDE0NTc3MiIsIm5iZiI6MTc0ODg2MzI3MCwiZXhwIjoxNzQ4ODYzNTcwfQ.GurrONar83Mx9JVh6PNtfrZYUudGTePTKOuguODE861o-i3hw5HrrFv_iy9k6t9LPZmC9bXumrpGqmUjg9JlaQ
LIBBS FARMACÊUTICA LTDA,61230314000175,BROMIDRATO DE GALANTAMINA,100330179,25351117344201387,29/05/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDEzNjA3MSIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.fu08vhWKjgKBeWFLt8fgOeKdwy4Zia2dOYZZ_thj7mBEwccydct3m087z5jd5k_Pmhvz1p0-z9tdT-TBGtsauA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDEzNjA3MiIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.LcNOAp-bZpQrXpLUFpwmQt2S9aStfCJFZk9FzpBj1RwtnHXuYlZ8JLnQeHxlj-kW4SfmbqzFK4D9NcsFB-W9mQ
LABORATÓRIO FARMACÊUTICO ELOFAR LTDA,83874628000143,BIALERGE,103850005,2599200379170,29/05/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDEyOTA2NyIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.JQoN-raV994MVySvkqd2V6heSzlGbWlWsVg-5kTPzkL7PcVsCyec85c4k4vip4XSTPry0_fL1JyqIQSIah0LGg,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDEyOTA2OCIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.LQ3r2tYKM_aXsFHahTKhWBO8KkrD_yYmu388PEt9UY_h6K3NjACUvreF-iBWiCzUDoecuXwT0k8_Y319QNyNOg
JANSSEN-CILAG FARMACÊUTICA LTDA,51780468000187,CARVYKTI®,112363437,25351406211202136,29/05/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDEyODcxNiIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.Kr7B5G2uPRugoPOLImXE9ZBCaj2JY6iUwq5PBFkPWnp8vBDXDkPSOXpGINgGWunj98F3_nO9opu8RXezpjtIMg,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDEyODcxNyIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.0d49_Oscbrk9qBWippH1S0cVrlD9tAuqhUdCzFSksYTzMyOyU_NQqbTFwFrDbyrZFkPrBuh-e9u6CazXgw47zg
PHARLAB INDÚSTRIA FARMACÊUTICA S.A.,02501297000102,cetoconazol + betametasona + sulfato de neomicina,141070634,25351594288201514,29/05/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDE0OTc0OCIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.vhZ9o58HoxJ_2tViC_JkrBLrUG0O_a6EngLcwfHiHxLK6V4vn3AWkJLItpk-y7Dwq53Hr38ho8s9Lh8Nb-3Hpw,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDE0OTc0OSIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.pc6V4KhG8DFrzVCyDB5OiNHQubEMr11ePuqmLbBcr1joCRDMQqDvhnIwIAKvK7MvFkBTTeOV2dJQ_Nb0nnZW9A
LABORATÓRIO TEUTO BRASILEIRO S/A,17159229000176,CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA,103700464,25351105741200540,29/05/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDEzNTk4NyIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.4QtaMXEBRHP2Y_SjsKhYkIHuL2CV0s3nfp1X2XVEWspCIOgk7xwQ2JjK1ReASkWSTkT--0k0ZWgvwTKNwJFRAA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDEzNTk4OCIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.JE_kr-Uq-LDjD4JTgYSBkIGoJw1YUWIGIg8Lm9hzDMaqZu6CnGwkzPaNX3owbag9yHmji5Q6s32IA0249R4Omw
PHARLAB INDÚSTRIA FARMACÊUTICA S.A.,02501297000102,CLONAZEPAM,141070121,25351124733201136,29/05/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDE1MDI5MiIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.q_W1QdlvWYyIEPNWyURc1LokQfXf8LlC-cLat5_ls6Wgvbnc30aFQWzmXdZPukLoNesZ9O_1qRmQO5b_OftV6A,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDE1MDI5MyIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.6g9UBtQ1QHcz3mupq5u_M3P4fo2dMrVgaHE2mxkb_dv27yg7tWpXI0jYmS2jZCDykmjWq9Mv5GPGvwxGQdZS9A
LABORATÓRIO GLOBO SA,17115437000173,Cloridrato de Bromexina,105350141,25351184926200774,29/05/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDE0NTE2MyIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.WLWxUi3GbUwQjhTsK07xmDEA8FmuPJyfam9VCL8JOWHbv8cOM3RyQ4tw8zVkthxdQJBdiPFWISVvTPJm9JmKWQ,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDE0NTE2NCIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.48N6kh0Wv8rymjXO9to0PKByJRIx-vgPp1x16HcpzbFS9WggNygScLFIso4r0Rznsz8N3h-aK05QcZS9H1bsEw
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,61286647000116,CLORIDRATO DE CIPROFLOXACINO,100470351,253510363850111,29/05/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDEyOTA3MyIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.N9I9BByJYX6NRvfvBhr_dxlwkBw-FeXLlo2phHAni2EG2HkCvr2w2PWw2gPDFZ4pujzQ8iAdO5T-17K83x0cxw,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDEyOTA3NCIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.y8WTg9Tw2gwEMy2Ie8nJwrgyupaL3RrsnL_EWj94hjUW5dheC0vmkoRAwn6NkzLg_TyLYYa4eRcJTBOJwuSofg
SANOFI MEDLEY FARMACÊUTICA LTDA.,10588595001092,"CITALOPRAM (Port. 344/98, L-C1)",183260165,25351665091201492,29/05/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDE0MzgyNiIsIm5iZiI6MTc0ODg2MzI3NywiZXhwIjoxNzQ4ODYzNTc3fQ.P19Xmg199mzD68fK3wwehKUiW_NbTTW82wSD3UXGaFcThKFEGiVmu_HXZHKx52Yw9mEwlY39-_bdXjo05nuR6g,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDE0MzgyNyIsIm5iZiI6MTc0ODg2MzI3NywiZXhwIjoxNzQ4ODYzNTc3fQ.MRtmfxBceAI0NfaeVgESUf-10Ui-cPOTuf5-RraVfuccW8cfMlbI0bgTdedAGjVfopAWxv_1fdBPO57Vl5Fr_Q
PHARLAB INDÚSTRIA FARMACÊUTICA S.A.,02501297000102,cloridrato de fluoxetina,141070130,25351184562201613,29/05/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDE1MTA1MSIsIm5iZiI6MTc0ODg2MzI3NywiZXhwIjoxNzQ4ODYzNTc3fQ._Aa3daCw3BCwBhL6ouxOaqM64nXfImoa_mRDPjMzsPuoRjKsuxpXvjRfXYF9QwIHGkEr1awccMr1q79Iot66Hw,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDE1MTA1MiIsIm5iZiI6MTc0ODg2MzI3NywiZXhwIjoxNzQ4ODYzNTc3fQ.jBROK8lmvxb1hltE5fbjjzVEvHj5i-Iffxi4Iw5JrhRnfYptW_FZJI4_W-exrjEfjgye-P9KAe4hj6aXOt39hA
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,61286647000116,cloridrato de loperamida,100470525,25351354681201030,29/05/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDE0NjIwMCIsIm5iZiI6MTc0ODg2MzI3NywiZXhwIjoxNzQ4ODYzNTc3fQ.Hq3q3o6Et_ZzFBHXJ8jhOJjQNJfWsLEJPxGlf23g2oyXLZi7kXlIZwIGjo3tB1ApG5Uqo3q_s0YfQNqvPKPdSA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDE0NjIwMSIsIm5iZiI6MTc0ODg2MzI3NywiZXhwIjoxNzQ4ODYzNTc3fQ.V76ucqIxS6FEkpMpFQeYzCzskqJDkba_7r71jFl8CWPG8gj4Wsr4IXCriHLpBFBib8PrBZaBpqYEjXkyrlHWEQ
LIBBS FARMACÊUTICA LTDA,61230314000175,COGLIVE,100330181,25351099484201317,29/05/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDEzOTE3NyIsIm5iZiI6MTc0ODg2MzI3NywiZXhwIjoxNzQ4ODYzNTc3fQ.Pq19vus48_Ci70l8KAuMAvVrPXXd_xAZafBc_HbOI9UdsE_0Yt19zTmvKM2kVT71A8o7bkvnTZwdV2WfVX-WWQ,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDEzOTE3OCIsIm5iZiI6MTc0ODg2MzI3NywiZXhwIjoxNzQ4ODYzNTc3fQ.lxI8h4a0Lu2tbgnAoNWRrEBN1T-SH7AcPu3oe7qh_bhAZhkMljE3XzaDNaMng4jVMLxjKzTpa_dFkpqJlRsF8g
BLAU FARMACÊUTICA S.A.,58430828000160,dacarbazina,116370162,25351697954201818,29/05/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDE0MjA4OSIsIm5iZiI6MTc0ODg2MzI3NywiZXhwIjoxNzQ4ODYzNTc3fQ.ByNdEx5E5VDiZXQQL_akAcXGBch8XCDNXWrGCST-DDXD1u9Uw9fvYpNILk4Ji8LTOZ2iXgCbpLHCizSKX8_LUg,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDE0MjA5MCIsIm5iZiI6MTc0ODg2MzI3NywiZXhwIjoxNzQ4ODYzNTc3fQ.0r9qjDf85c0SPiQJ-dtQra9M1qZBwGZIzL0sTEs25PbrAVqwHlfFVmiijYEmcreLvjkxdkmkFLyJdv21XQ1EVw
ADIUM S.A.,55980684000127,DANYELZA,122140124,25351396887202295,29/05/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDEzNDgxOSIsIm5iZiI6MTc0ODg2MzI3NywiZXhwIjoxNzQ4ODYzNTc3fQ.X30pKQtg-KpQR8mybIExcGe36cFHTktCG_7zx5tNH34OZu8FnDdziIc3vGBJynvq5TYg-yIin_7gSfBflPJUew,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDEzNDgyMCIsIm5iZiI6MTc0ODg2MzI3NywiZXhwIjoxNzQ4ODYzNTc3fQ.d6cwBfOvl_zrlwjn-qw4t9YFW29mTTqshhQm2_wFuYk_x0aPlrxwHfkQOkJAvRX9zUkcKdx1V0bBcsgYoXDt-A
LABORATÓRIO GLOBO SA,17115437000173,desonida,105350148,25351170521200830,29/05/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDE0NzcwOSIsIm5iZiI6MTc0ODg2MzI3NywiZXhwIjoxNzQ4ODYzNTc3fQ.cBHlNs5N_yh0YicoKYU_6iIiehaF2FKZmopARoLQhgO3AsftV6yXwhEqUyAnwwQOhpN_9MXMOVpMyM_127iIhA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDE0NzcxMCIsIm5iZiI6MTc0ODg2MzI3NywiZXhwIjoxNzQ4ODYzNTc3fQ.mQxc3icCumkPmDEBBzCNVp3Ev0tHNaaGCoOvTYyNk0shvbqO9jPgJ-9RCaypqhuBlciKxb55T_kbaTUc4MNpcA
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,61286647000116,DIASEC,100470318,253510110610180,29/05/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDE0NTkzNCIsIm5iZiI6MTc0ODg2MzI3NywiZXhwIjoxNzQ4ODYzNTc3fQ.myMDvWQYQOXEv-g1vx3HuigEVti-dqQou0MEnBY5qeoQ_yfHReUHWRtcH5qNGzz7ePF7X2dBP-bpVnQ3dl0ppA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDE0NTkzNSIsIm5iZiI6MTc0ODg2MzI3NywiZXhwIjoxNzQ4ODYzNTc3fQ.x82NuIsrtG4vzqagjPLVMVxreDUypxJen8MFonKZ8ScfaIZcaUYGm1mxPrlXZ59G7fpekk5jdF_JZdsMUDdRzg
LABORATÓRIO GLOBO SA,17115437000173,DIOHESP,105350208,25351593518201603,29/05/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDE0MzUwNiIsIm5iZiI6MTc0ODg2MzI3NywiZXhwIjoxNzQ4ODYzNTc3fQ.ZVfHsW2eCaKszrTNHZiVBhepuxfiomt-N24nAkSB9uyguGPk8IxrGSBbvXsqGHB4l9_9SG3JMis3rcnkrH4K0g,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDE0MzUwNyIsIm5iZiI6MTc0ODg2MzI3NywiZXhwIjoxNzQ4ODYzNTc3fQ.GlsLu7aWsqFE-MEPXmnxYviefcb7fxKElgUoyU3-XzQhtlhhwPQGAHwfVR4uxeQkxDCK8ii_ghgREbOotvfi5Q
GLENMARK FARMACÊUTICA LTDA,44363661000157,dipropionato de beclometasona,110130294,25351402810201903,29/05/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDEzOTkyMiIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.PjBEEGfSrPGsHUYKOqrnQfwj0Lu_nlQV2CtqS-pS6D3jklggxraZkbZUagnxD8JkxBJmgU-ja19VRiphQTJPOg,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDEzOTkyMyIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.YDkqHikjRvS9WZGSkPjtz8HqzHJT5DpXvkqJ0tnjDwvZU40coXQidkeoeGVEfGfIDo2ZBAknQ62Dm0HWWHOl9w
PHARLAB INDÚSTRIA FARMACÊUTICA S.A.,02501297000102,DIAZEPAM,141070086,25351361726201067,29/05/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDE1MDY5MiIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.fKpJ7-FCoeDCbMaq9UvjmtkRshxqSXZylPXx4TmgtjAA4gg0VjBEBOJQH2eDRG8k_CQU0NdgduDNxZcjCpj-dw,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDE1MDY5MyIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.H6XBU3cPqM2UaWnwl30meY8fNXPNA7KDZ2LlXkSFYt_2exyWMlsNCJZGLso_lp_OALkx6s9kHegRkAnPVN1DEg
ADIUM S.A.,55980684000127,DUTAM,122140101,25351363317201751,29/05/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDEyODg5NCIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.9QhIwFh_6_bXQEYqWo5UYf_VJG_-tfhuqohMkYg8Ysi2XxXQZo9kUD22bZ5t7ib6Spf3ZIYkTp9TvuvIZHJvMw,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDEyODg5NSIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.La8ICzhkeOSIr8VqsaNdSosnX-IirFRztvjY_6EstvhAHW8_i8mHLCHHiYb8Yr0O4-MnJnk9w4Dv1R9ji58Quw
ADIUM S.A.,55980684000127,DUTASTERIDA + CLORIDRATO DE TANSULOSINA,122140100,25351459399201606,29/05/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDEyODU5OCIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.hmMU3ZZt1BIZ201bvjbtxBBji1FNPZHGy0fTfHV2n2GWiICh-puHmWuGwl7kQp2tZHgyDqQedJqYTNFVV7xciw,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDEyODU5OSIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.TIGSBlY7B3SdYFunYOBnOTjf745iOrZ8pJQcJ96z01RRXaWc7aMHjY4katTdcQmBGjrCdyzDP7vv1us7uiAE8g
SANOFI MEDLEY FARMACÊUTICA LTDA.,10588595001092,EFICENTUS,183260027,25351679407201418,29/05/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDE0MDcxNiIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.jZyQ70a6qyEE2VuCm-tvgW4ATyw3qbhY-Kl_g9Xbs3rcVCsIrAHMAjPXJh6tMM1V6JSHxhgloDECIK7zRPiVxQ,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDE0MDcxNyIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.CvsXNJkVYOqNLUlkwOofJBtoa104uSEN24Hhmp3ropL7nn1wX3kKzIO3YrrcAe4PeLyAL_noGUv2ewTOQmUtmQ
PFIZER BRASIL LTDA,61072393000133,ELREXFIO,121100493,25351104493202300,29/05/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDE0MTcwMyIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.MIq0ggIsr1VtAgyHs30HOLahyn6yZPmmPA4fkfcD4LA8iWOH7JgRImwJV6sTxowsIIvZLMaejouC7ybCawKQ6A,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDE0MTcwNCIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.kMqqhjHIXkjFZ49-qz35UJOObcgg0D892oDcpYZ_jAYZEkk5dUh5Z3_QW9S71eTq3DUdElApdihh1LJAqtUI4Q
EMS S/A,57507378000365,ENAVO GOTAS,102351449,25351723118202355,29/05/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDE0MzU2NiIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.rxdHPRoq22byxWSzkGAB16zg_yUEBBIiVFlXUfLPPaIbDzjbiuvGflQw2TPvb3gKZLLdEcj5foOM8u8kuwr-YA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDE0MzU2NyIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.LKsSXh31E8hphAilfkLuA0Hcmhz_w0QXNDfXGQ9-A9mx5FgmOag20Gw1_84ZvuT3lPS83xRUJ_-Arxu9va4jFQ
FARMARIN INDUSTRIA E COMERCIO LTDA,58635830000175,EVOZAR,116880023,25351720578201783,29/05/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDEzMzg1OCIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.ufuNMFQ7e4fEe-1pI-flaY3thlfGXqTvCJp4Q-PUubj8KLtn6HM_ejURK1AavoxS9TtY24Ir5ogKwYXGvO4tMQ,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDEzMzg1OSIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.vHBI8QTtObaboiboo1JAZhS55Ul8JHOL6BOUnHKoXIuymm54o3zY2LfoZMVmD_a-LwV3PJ_x1KotXnUXvpymlg
PHARLAB INDÚSTRIA FARMACÊUTICA S.A.,02501297000102,HERVIRAX,141070018,250000327519966,29/05/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDE0ODIyMCIsIm5iZiI6MTc0ODg2MzI4NCwiZXhwIjoxNzQ4ODYzNTg0fQ.UkbEU-h7aukgynXJhOCqnAcTHVbupvxkGAZ9kwv-10MhAxCOpuHGKbgT-Rz4VBPGCkuRPUkv6tpFeRJLtz3p1Q,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDE0ODIyMSIsIm5iZiI6MTc0ODg2MzI4NCwiZXhwIjoxNzQ4ODYzNTg0fQ.W1pl1owwxUE4A5VfeFFTApmh673BYqfPDqDUdcAa4E3K_M6yKOzdrLLZNfmfoK3-Lnyun4vKBeHWpoqsYKHi5w
GERMED FARMACEUTICA LTDA,45992062000165,MECICLIN,105830908,25351220733201685,29/05/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDE0NzAxMSIsIm5iZiI6MTc0ODg2MzI4NywiZXhwIjoxNzQ4ODYzNTg3fQ.0lmO7u05Q4uTle8pkDxLP4NqgPajPySO-9HcV8jYx0IjDdJ_Ok72H214Rhhfd0RB_7G9iGphVpEAI1zTFpWP5A,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDE0NzAxMyIsIm5iZiI6MTc0ODg2MzI4NywiZXhwIjoxNzQ4ODYzNTg3fQ.skPhxU736RpY1VG608YIRvvF7qYQMK9ioHtT3BdFuWaMoyw3HpEgid3No4on11sid2SAwvvyemlmd8dZ_Z-wfw
SANOFI MEDLEY FARMACÊUTICA LTDA.,10588595001092,MELOXICAM,183260111,25351680669201491,29/05/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDEzMTU5NyIsIm5iZiI6MTc0ODg2MzI4NywiZXhwIjoxNzQ4ODYzNTg3fQ.v32ugJ5MX-jaQ88wVP7Ws1I2CkYozUsJUWt30ingEuuAwhWZ7gmr6BySjT2U8gurglNMjOkTavrvRGHqx_hDNA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDEzMTU5OSIsIm5iZiI6MTc0ODg2MzI4NywiZXhwIjoxNzQ4ODYzNTg3fQ.yka_Vtm2Oo5NeY2dyb5gbs8Td_in9We-F-7Ik0jwwLqT-BShwT-tE8321kiZgqYN8tzC81lfI7w50HQ7oNMs2g
LABORATÓRIO TEUTO BRASILEIRO S/A,17159229000176,MELOXICAM,103700530,25351410365200855,29/05/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDE0MTE3NyIsIm5iZiI6MTc0ODg2MzI4NywiZXhwIjoxNzQ4ODYzNTg3fQ.iWOrCD4mxlnLGVo7H30Mn3Ai3KbpnHMEaEiJlsx4AVFZ7mtyiCtwTnbCfuAfzOE1H2-oTqALg2s6TiDYHoMrGA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDE0MTE3OCIsIm5iZiI6MTc0ODg2MzI4NywiZXhwIjoxNzQ4ODYzNTg3fQ.eLmGzrpQmQFodtqZeT7aZ6gyzRV-GseBejYBPNmRsJ3p8Z0TjIOuLt8mtCI10Hs9AeAiG0bpZ-V3T8usToVCcQ
LABORATÓRIO GLOBO SA,17115437000173,MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA,105350142,25351345461200734,29/05/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDE0NTA3NiIsIm5iZiI6MTc0ODg2MzI4NywiZXhwIjoxNzQ4ODYzNTg3fQ.BWRfmWO4fhYSKkbf8muPeGKa0DZ4f7HDN8pymjXB_t1VMr7ZnAHZvinSOPOld64KP8v8OYtvcp8oH_FucB3E-Q,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDE0NTA3NyIsIm5iZiI6MTc0ODg2MzI4NywiZXhwIjoxNzQ4ODYzNTg3fQ.RUPTpjT13CeKdARgzP_JlHD9du2UB6vrRA8_vuvRrp1sxAEWp2-OoOCz3vx5qSQ0XgU38Ry_C0BZW3fxNH-4qA
LABORATÓRIO TEUTO BRASILEIRO S/A,17159229000176,sulfato de neomicina +  bacitracina zíncica,103700521,25351284850200867,29/05/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDEzNjg1OCIsIm5iZiI6MTc0ODg2MzI5MCwiZXhwIjoxNzQ4ODYzNTkwfQ.os7dPc6rgRdXQWacwPQ7wPabGGm_K6M_Ekt8C92DFJWk7HmhU1s1DPTAF3J08gU5wEg1XmeBiXPb4cUGGzESCA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDEzNjg1OSIsIm5iZiI6MTc0ODg2MzI5MCwiZXhwIjoxNzQ4ODYzNTkwfQ.pAZM9mWwdvtEMrtkfIaqFreAoiYUVkdNVzRzhodx3Ww9Vpyefna2opxoPCWy9oLMTVwEuAM4jdA4tkQdO_YrQw
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,61286647000116,VIDENFIL,100470480,25351745843200991,29/05/2025,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDE0NjQyNyIsIm5iZiI6MTc0ODg2MzI5MCwiZXhwIjoxNzQ4ODYzNTkwfQ.Ghxwt383ioNG4Lnit6yIUZI6uEhoIFZD3LODyBO9Lq8fIntMxRMnaPuEwtycH0BTMsCBO0SvYGZzJgej0YTGFg,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzMDE0NjQyOCIsIm5iZiI6MTc0ODg2MzI5MCwiZXhwIjoxNzQ4ODYzNTkwfQ.RhYxlqkzkXhNl_k8HR1hl9zglC-cQkDYW2hWEoEbrBiVk08jDJJq0eMVFkKmTGuMKP5TxN7Q6rSBXXtb5k5-1g
